city	state	MSA Name_Cleaned
West Newbury	MA	Boston-Cambridge-Quincy, MA-NH 
Accord	MA	Boston-Cambridge-Quincy, MA-NH 
Bellingham	MA	Boston-Cambridge-Quincy, MA-NH 
Brant Rock	MA	Boston-Cambridge-Quincy, MA-NH 
Canton	MA	Boston-Cambridge-Quincy, MA-NH 
Cohasset	MA	Boston-Cambridge-Quincy, MA-NH 
Dedham	MA	Boston-Cambridge-Quincy, MA-NH 
Dedham	MA	Boston-Cambridge-Quincy, MA-NH 
Dover	MA	Boston-Cambridge-Quincy, MA-NH 
East Mansfield	MA	Providence-New Bedford-Fall River, RI-MA 
East Walpole	MA	Boston-Cambridge-Quincy, MA-NH 
Foxboro	MA	Boston-Cambridge-Quincy, MA-NH 
Franklin	MA	Boston-Cambridge-Quincy, MA-NH 
Greenbush	MA	Boston-Cambridge-Quincy, MA-NH 
Green Harbor	MA	Boston-Cambridge-Quincy, MA-NH 
Hingham	MA	Boston-Cambridge-Quincy, MA-NH 
Hingham	MA	Boston-Cambridge-Quincy, MA-NH 
Hull	MA	Boston-Cambridge-Quincy, MA-NH 
Humarock	MA	Boston-Cambridge-Quincy, MA-NH 
Mansfield	MA	Providence-New Bedford-Fall River, RI-MA 
Marshfield	MA	Boston-Cambridge-Quincy, MA-NH 
Marshfield Hills	MA	Boston-Cambridge-Quincy, MA-NH 
Medfield	MA	Boston-Cambridge-Quincy, MA-NH 
Medway	MA	Boston-Cambridge-Quincy, MA-NH 
Millis	MA	Boston-Cambridge-Quincy, MA-NH 
Minot	MA	Boston-Cambridge-Quincy, MA-NH 
Norfolk	MA	Boston-Cambridge-Quincy, MA-NH 
North Marshfield	MA	Boston-Cambridge-Quincy, MA-NH 
North Scituate	MA	Boston-Cambridge-Quincy, MA-NH 
Norwell	MA	Boston-Cambridge-Quincy, MA-NH 
Norwood	MA	Boston-Cambridge-Quincy, MA-NH 
Ocean Bluff	MA	Boston-Cambridge-Quincy, MA-NH 
Scituate	MA	Boston-Cambridge-Quincy, MA-NH 
Sharon	MA	Boston-Cambridge-Quincy, MA-NH 
Sheldonville	MA	Boston-Cambridge-Quincy, MA-NH 
South Walpole	MA	Boston-Cambridge-Quincy, MA-NH 
Stoughton	MA	Boston-Cambridge-Quincy, MA-NH 
Walpole	MA	Boston-Cambridge-Quincy, MA-NH 
Westwood	MA	Boston-Cambridge-Quincy, MA-NH 
Wrentham	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Mattapan	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Charlestown	MA	Boston-Cambridge-Quincy, MA-NH 
Jamaica Plain	MA	Boston-Cambridge-Quincy, MA-NH 
Roslindale	MA	Boston-Cambridge-Quincy, MA-NH 
West Roxbury	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Allston	MA	Boston-Cambridge-Quincy, MA-NH 
Brighton	MA	Boston-Cambridge-Quincy, MA-NH 
Hyde Park	MA	Boston-Cambridge-Quincy, MA-NH 
Readville	MA	Boston-Cambridge-Quincy, MA-NH 
Cambridge	MA	Boston-Cambridge-Quincy, MA-NH 
Cambridge	MA	Boston-Cambridge-Quincy, MA-NH 
Cambridge	MA	Boston-Cambridge-Quincy, MA-NH 
Cambridge	MA	Boston-Cambridge-Quincy, MA-NH 
Cambridge	MA	Boston-Cambridge-Quincy, MA-NH 
Somerville	MA	Boston-Cambridge-Quincy, MA-NH 
Somerville	MA	Boston-Cambridge-Quincy, MA-NH 
Somerville	MA	Boston-Cambridge-Quincy, MA-NH 
Malden	MA	Boston-Cambridge-Quincy, MA-NH 
Everett	MA	Boston-Cambridge-Quincy, MA-NH 
Chelsea	MA	Boston-Cambridge-Quincy, MA-NH 
Revere	MA	Boston-Cambridge-Quincy, MA-NH 
Winthrop	MA	Boston-Cambridge-Quincy, MA-NH 
Medford	MA	Boston-Cambridge-Quincy, MA-NH 
Medford	MA	Boston-Cambridge-Quincy, MA-NH 
West Medford	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Quincy	MA	Boston-Cambridge-Quincy, MA-NH 
Quincy	MA	Boston-Cambridge-Quincy, MA-NH 
Quincy	MA	Boston-Cambridge-Quincy, MA-NH 
Melrose	MA	Boston-Cambridge-Quincy, MA-NH 
Melrose	MA	Boston-Cambridge-Quincy, MA-NH 
Stoneham	MA	Boston-Cambridge-Quincy, MA-NH 
Braintree	MA	Boston-Cambridge-Quincy, MA-NH 
Braintree	MA	Boston-Cambridge-Quincy, MA-NH 
Milton	MA	Boston-Cambridge-Quincy, MA-NH 
Milton Village	MA	Boston-Cambridge-Quincy, MA-NH 
Weymouth	MA	Boston-Cambridge-Quincy, MA-NH 
Weymouth	MA	Boston-Cambridge-Quincy, MA-NH 
Weymouth	MA	Boston-Cambridge-Quincy, MA-NH 
Weymouth	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
East Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Cambridge	MA	Boston-Cambridge-Quincy, MA-NH 
Cambridge	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Quincy	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Boston	MA	Boston-Cambridge-Quincy, MA-NH 
Brockton	MA	Boston-Cambridge-Quincy, MA-NH 
Brockton	MA	Boston-Cambridge-Quincy, MA-NH 
Brockton	MA	Boston-Cambridge-Quincy, MA-NH 
Brockton	MA	Boston-Cambridge-Quincy, MA-NH 
Brockton	MA	Boston-Cambridge-Quincy, MA-NH 
Avon	MA	Boston-Cambridge-Quincy, MA-NH 
Bridgewater	MA	Boston-Cambridge-Quincy, MA-NH 
Bridgewater	MA	Boston-Cambridge-Quincy, MA-NH 
Bryantville	MA	Boston-Cambridge-Quincy, MA-NH 
Carver	MA	Boston-Cambridge-Quincy, MA-NH 
Duxbury	MA	Boston-Cambridge-Quincy, MA-NH 
Duxbury	MA	Boston-Cambridge-Quincy, MA-NH 
East Bridgewater	MA	Boston-Cambridge-Quincy, MA-NH 
Easton	MA	Providence-New Bedford-Fall River, RI-MA 
Elmwood	MA	Boston-Cambridge-Quincy, MA-NH 
Halifax	MA	Boston-Cambridge-Quincy, MA-NH 
Hanover	MA	Boston-Cambridge-Quincy, MA-NH 
Hanover	MA	Boston-Cambridge-Quincy, MA-NH 
Hanson	MA	Boston-Cambridge-Quincy, MA-NH 
Holbrook	MA	Boston-Cambridge-Quincy, MA-NH 
Middleboro	MA	Boston-Cambridge-Quincy, MA-NH 
Manomet	MA	Boston-Cambridge-Quincy, MA-NH 
Middleboro	MA	Boston-Cambridge-Quincy, MA-NH 
Lakeville	MA	Boston-Cambridge-Quincy, MA-NH 
Middleboro	MA	Boston-Cambridge-Quincy, MA-NH 
Middleboro	MA	Boston-Cambridge-Quincy, MA-NH 
Monponsett	MA	Boston-Cambridge-Quincy, MA-NH 
Abington	MA	Boston-Cambridge-Quincy, MA-NH 
North Carver	MA	Boston-Cambridge-Quincy, MA-NH 
North Easton	MA	Providence-New Bedford-Fall River, RI-MA 
North Easton	MA	Providence-New Bedford-Fall River, RI-MA 
North Pembroke	MA	Boston-Cambridge-Quincy, MA-NH 
Pembroke	MA	Boston-Cambridge-Quincy, MA-NH 
Plymouth	MA	Boston-Cambridge-Quincy, MA-NH 
Plymouth	MA	Boston-Cambridge-Quincy, MA-NH 
Plymouth	MA	Boston-Cambridge-Quincy, MA-NH 
Kingston	MA	Boston-Cambridge-Quincy, MA-NH 
South Carver	MA	Boston-Cambridge-Quincy, MA-NH 
Plympton	MA	Boston-Cambridge-Quincy, MA-NH 
Randolph	MA	Boston-Cambridge-Quincy, MA-NH 
Rockland	MA	Boston-Cambridge-Quincy, MA-NH 
South Easton	MA	Providence-New Bedford-Fall River, RI-MA 
West Bridgewater	MA	Boston-Cambridge-Quincy, MA-NH 
White Horse Beach	MA	Boston-Cambridge-Quincy, MA-NH 
Whitman	MA	Boston-Cambridge-Quincy, MA-NH 
Lexington	MA	Boston-Cambridge-Quincy, MA-NH 
Lexington	MA	Boston-Cambridge-Quincy, MA-NH 
Brookline	MA	Boston-Cambridge-Quincy, MA-NH 
Brookline	MA	Boston-Cambridge-Quincy, MA-NH 
Brookline Village	MA	Boston-Cambridge-Quincy, MA-NH 
Waltham	MA	Boston-Cambridge-Quincy, MA-NH 
Waltham	MA	Boston-Cambridge-Quincy, MA-NH 
Waltham	MA	Boston-Cambridge-Quincy, MA-NH 
Waltham	MA	Boston-Cambridge-Quincy, MA-NH 
North Waltham	MA	Boston-Cambridge-Quincy, MA-NH 
New Town	MA	Boston-Cambridge-Quincy, MA-NH 
Babson Park	MA	Boston-Cambridge-Quincy, MA-NH 
Newton	MA	Boston-Cambridge-Quincy, MA-NH 
Newton Center	MA	Boston-Cambridge-Quincy, MA-NH 
Newtonville	MA	Boston-Cambridge-Quincy, MA-NH 
Newton Highlands	MA	Boston-Cambridge-Quincy, MA-NH 
Newton Lower Falls	MA	Boston-Cambridge-Quincy, MA-NH 
Newton Upper Falls	MA	Boston-Cambridge-Quincy, MA-NH 
West Newton	MA	Boston-Cambridge-Quincy, MA-NH 
Auburndale	MA	Boston-Cambridge-Quincy, MA-NH 
Chestnut Hill	MA	Boston-Cambridge-Quincy, MA-NH 
Waban	MA	Boston-Cambridge-Quincy, MA-NH 
Watertown	MA	Boston-Cambridge-Quincy, MA-NH 
Watertown	MA	Boston-Cambridge-Quincy, MA-NH 
Arlington	MA	Boston-Cambridge-Quincy, MA-NH 
Arlington Heights	MA	Boston-Cambridge-Quincy, MA-NH 
Arlington	MA	Boston-Cambridge-Quincy, MA-NH 
Watertown	MA	Boston-Cambridge-Quincy, MA-NH 
Belmont	MA	Boston-Cambridge-Quincy, MA-NH 
Waverley	MA	Boston-Cambridge-Quincy, MA-NH 
Wellesley Hills	MA	Boston-Cambridge-Quincy, MA-NH 
Wellesley	MA	Boston-Cambridge-Quincy, MA-NH 
Needham	MA	Boston-Cambridge-Quincy, MA-NH 
Weston	MA	Boston-Cambridge-Quincy, MA-NH 
Needham Heights	MA	Boston-Cambridge-Quincy, MA-NH 
Nonantum	MA	Boston-Cambridge-Quincy, MA-NH 
Buzzards Bay	MA	Barnstable Town, MA 
Cataumet	MA	Barnstable Town, MA 
Chilmark	MA	MA NONMETROPOLITAN AREA
East Falmouth	MA	Barnstable Town, MA 
East Sandwich	MA	Barnstable Town, MA 
East Wareham	MA	Boston-Cambridge-Quincy, MA-NH 
Edgartown	MA	MA NONMETROPOLITAN AREA
Falmouth	MA	Barnstable Town, MA 
Falmouth	MA	Barnstable Town, MA 
Buzzards Bay	MA	Barnstable Town, MA 
Woods Hole	MA	Barnstable Town, MA 
Menemsha	MA	MA NONMETROPOLITAN AREA
Monument Beach	MA	Barnstable Town, MA 
Nantucket	MA	MA NONMETROPOLITAN AREA
North Falmouth	MA	Barnstable Town, MA 
Oak Bluffs	MA	MA NONMETROPOLITAN AREA
Onset	MA	Boston-Cambridge-Quincy, MA-NH 
Pocasset	MA	Barnstable Town, MA 
Sagamore	MA	Barnstable Town, MA 
Sagamore Beach	MA	Barnstable Town, MA 
Sandwich	MA	Barnstable Town, MA 
Siasconset	MA	MA NONMETROPOLITAN AREA
Silver Beach	MA	Barnstable Town, MA 
Vineyard Haven	MA	MA NONMETROPOLITAN AREA
Wareham	MA	Boston-Cambridge-Quincy, MA-NH 
West Chop	MA	MA NONMETROPOLITAN AREA
West Falmouth	MA	Barnstable Town, MA 
West Tisbury	MA	MA NONMETROPOLITAN AREA
West Wareham	MA	Boston-Cambridge-Quincy, MA-NH 
Nantucket	MA	MA NONMETROPOLITAN AREA
Hyannis	MA	Barnstable Town, MA 
Barnstable	MA	Barnstable Town, MA 
Brewster	MA	Barnstable Town, MA 
Centerville	MA	Barnstable Town, MA 
Chatham	MA	Barnstable Town, MA 
Centerville	MA	Barnstable Town, MA 
Cotuit	MA	Barnstable Town, MA 
Centerville	MA	Barnstable Town, MA 
Cummaquid	MA	Barnstable Town, MA 
Dennis	MA	Barnstable Town, MA 
Dennis Port	MA	Barnstable Town, MA 
East Dennis	MA	Barnstable Town, MA 
Eastham	MA	Barnstable Town, MA 
East Orleans	MA	Barnstable Town, MA 
Forestdale	MA	Barnstable Town, MA 
Harwich	MA	Barnstable Town, MA 
Harwich Port	MA	Barnstable Town, MA 
Hyannis Port	MA	Barnstable Town, MA 
Marstons Mills	MA	Barnstable Town, MA 
Mashpee	MA	Barnstable Town, MA 
North Chatham	MA	Barnstable Town, MA 
North Eastham	MA	Barnstable Town, MA 
North Truro	MA	Barnstable Town, MA 
Orleans	MA	Barnstable Town, MA 
Osterville	MA	Barnstable Town, MA 
Provincetown	MA	Barnstable Town, MA 
South Chatham	MA	Barnstable Town, MA 
South Dennis	MA	Barnstable Town, MA 
South Harwich	MA	Barnstable Town, MA 
South Orleans	MA	Barnstable Town, MA 
South Wellfleet	MA	Barnstable Town, MA 
South Yarmouth	MA	Barnstable Town, MA 
Truro	MA	Barnstable Town, MA 
Wellfleet	MA	Barnstable Town, MA 
West Barnstable	MA	Barnstable Town, MA 
West Chatham	MA	Barnstable Town, MA 
West Dennis	MA	Barnstable Town, MA 
West Harwich	MA	Barnstable Town, MA 
West Hyannisport	MA	Barnstable Town, MA 
West Yarmouth	MA	Barnstable Town, MA 
Yarmouth Port	MA	Barnstable Town, MA 
Assonet	MA	Providence-New Bedford-Fall River, RI-MA 
Attleboro	MA	Providence-New Bedford-Fall River, RI-MA 
Chartley	MA	Providence-New Bedford-Fall River, RI-MA 
Cuttyhunk	MA	MA NONMETROPOLITAN AREA
Dartmouth	MA	Providence-New Bedford-Fall River, RI-MA 
Dighton	MA	Providence-New Bedford-Fall River, RI-MA 
East Freetown	MA	Providence-New Bedford-Fall River, RI-MA 
East Taunton	MA	Providence-New Bedford-Fall River, RI-MA 
Fairhaven	MA	Providence-New Bedford-Fall River, RI-MA 
Fall River	MA	Providence-New Bedford-Fall River, RI-MA 
Fall River	MA	Providence-New Bedford-Fall River, RI-MA 
Fall River	MA	Providence-New Bedford-Fall River, RI-MA 
Fall River	MA	Providence-New Bedford-Fall River, RI-MA 
Fall River	MA	Providence-New Bedford-Fall River, RI-MA 
Somerset	MA	Providence-New Bedford-Fall River, RI-MA 
Somerset	MA	Providence-New Bedford-Fall River, RI-MA 
Marion	MA	Boston-Cambridge-Quincy, MA-NH 
Mattapoisett	MA	Boston-Cambridge-Quincy, MA-NH 
New Bedford	MA	Providence-New Bedford-Fall River, RI-MA 
New Bedford	MA	Providence-New Bedford-Fall River, RI-MA 
New Bedford	MA	Providence-New Bedford-Fall River, RI-MA 
Acushnet	MA	Providence-New Bedford-Fall River, RI-MA 
New Bedford	MA	Providence-New Bedford-Fall River, RI-MA 
New Bedford	MA	Providence-New Bedford-Fall River, RI-MA 
New Bedford	MA	Providence-New Bedford-Fall River, RI-MA 
North Dartmouth	MA	Providence-New Bedford-Fall River, RI-MA 
South Dartmouth	MA	Providence-New Bedford-Fall River, RI-MA 
North Attleboro	MA	Providence-New Bedford-Fall River, RI-MA 
North Attleboro	MA	Providence-New Bedford-Fall River, RI-MA 
Plainville	MA	Boston-Cambridge-Quincy, MA-NH 
Attleboro Falls	MA	Providence-New Bedford-Fall River, RI-MA 
North Dighton	MA	Providence-New Bedford-Fall River, RI-MA 
Norton	MA	Providence-New Bedford-Fall River, RI-MA 
Raynham	MA	Providence-New Bedford-Fall River, RI-MA 
Raynham Center	MA	Providence-New Bedford-Fall River, RI-MA 
Rehoboth	MA	Providence-New Bedford-Fall River, RI-MA 
Rochester	MA	Boston-Cambridge-Quincy, MA-NH 
Seekonk	MA	Providence-New Bedford-Fall River, RI-MA 
Swansea	MA	Providence-New Bedford-Fall River, RI-MA 
Berkley	MA	Providence-New Bedford-Fall River, RI-MA 
Taunton	MA	Providence-New Bedford-Fall River, RI-MA 
Taunton	MA	Providence-New Bedford-Fall River, RI-MA 
Westport	MA	Providence-New Bedford-Fall River, RI-MA 
Westport Point	MA	Providence-New Bedford-Fall River, RI-MA 
Adamsville	RI	Providence-New Bedford-Fall River, RI-MA 
Albion	RI	Providence-New Bedford-Fall River, RI-MA 
Ashaway	RI	Providence-New Bedford-Fall River, RI-MA 
Barrington	RI	Providence-New Bedford-Fall River, RI-MA 
Block Island	RI	Providence-New Bedford-Fall River, RI-MA 
Bradford	RI	Providence-New Bedford-Fall River, RI-MA 
Bristol	RI	Providence-New Bedford-Fall River, RI-MA 
Carolina	RI	Providence-New Bedford-Fall River, RI-MA 
Charlestown	RI	Providence-New Bedford-Fall River, RI-MA 
Chepachet	RI	Providence-New Bedford-Fall River, RI-MA 
Clayville	RI	Providence-New Bedford-Fall River, RI-MA 
Coventry	RI	Providence-New Bedford-Fall River, RI-MA 
West Greenwich	RI	Providence-New Bedford-Fall River, RI-MA 
East Greenwich	RI	Providence-New Bedford-Fall River, RI-MA 
Exeter	RI	Providence-New Bedford-Fall River, RI-MA 
Fiskeville	RI	Providence-New Bedford-Fall River, RI-MA 
Forestdale	RI	Providence-New Bedford-Fall River, RI-MA 
Foster	RI	Providence-New Bedford-Fall River, RI-MA 
Glendale	RI	Providence-New Bedford-Fall River, RI-MA 
Greene	RI	Providence-New Bedford-Fall River, RI-MA 
Greenville	RI	Providence-New Bedford-Fall River, RI-MA 
Harmony	RI	Providence-New Bedford-Fall River, RI-MA 
Harrisville	RI	Providence-New Bedford-Fall River, RI-MA 
Hope	RI	Providence-New Bedford-Fall River, RI-MA 
Hope Valley	RI	Providence-New Bedford-Fall River, RI-MA 
Hopkinton	RI	Providence-New Bedford-Fall River, RI-MA 
Jamestown	RI	Providence-New Bedford-Fall River, RI-MA 
Kenyon	RI	Providence-New Bedford-Fall River, RI-MA 
Little Compton	RI	Providence-New Bedford-Fall River, RI-MA 
Manville	RI	Providence-New Bedford-Fall River, RI-MA 
Mapleville	RI	Providence-New Bedford-Fall River, RI-MA 
Newport	RI	Providence-New Bedford-Fall River, RI-MA 
Newport	RI	Providence-New Bedford-Fall River, RI-MA 
Middletown	RI	Providence-New Bedford-Fall River, RI-MA 
North Kingstown	RI	Providence-New Bedford-Fall River, RI-MA 
North Kingstown	RI	Providence-New Bedford-Fall River, RI-MA 
North Scituate	RI	Providence-New Bedford-Fall River, RI-MA 
Oakland	RI	Providence-New Bedford-Fall River, RI-MA 
Pascoag	RI	Providence-New Bedford-Fall River, RI-MA 
Pawtucket	RI	Providence-New Bedford-Fall River, RI-MA 
Pawtucket	RI	Providence-New Bedford-Fall River, RI-MA 
Pawtucket	RI	Providence-New Bedford-Fall River, RI-MA 
Central Falls	RI	Providence-New Bedford-Fall River, RI-MA 
Cumberland	RI	Providence-New Bedford-Fall River, RI-MA 
Lincoln	RI	Providence-New Bedford-Fall River, RI-MA 
Portsmouth	RI	Providence-New Bedford-Fall River, RI-MA 
Prudence Island	RI	Providence-New Bedford-Fall River, RI-MA 
Rockville	RI	Providence-New Bedford-Fall River, RI-MA 
Saunderstown	RI	Providence-New Bedford-Fall River, RI-MA 
Shannock	RI	Providence-New Bedford-Fall River, RI-MA 
Slatersville	RI	Providence-New Bedford-Fall River, RI-MA 
Slocum	RI	Providence-New Bedford-Fall River, RI-MA 
Tiverton	RI	Providence-New Bedford-Fall River, RI-MA 
Wakefield	RI	Providence-New Bedford-Fall River, RI-MA 
Wakefield	RI	Providence-New Bedford-Fall River, RI-MA 
Kingston	RI	Providence-New Bedford-Fall River, RI-MA 
Narragansett	RI	Providence-New Bedford-Fall River, RI-MA 
Peace Dale	RI	Providence-New Bedford-Fall River, RI-MA 
Warren	RI	Providence-New Bedford-Fall River, RI-MA 
Warwick	RI	Providence-New Bedford-Fall River, RI-MA 
Warwick	RI	Providence-New Bedford-Fall River, RI-MA 
Warwick	RI	Providence-New Bedford-Fall River, RI-MA 
Warwick	RI	Providence-New Bedford-Fall River, RI-MA 
Westerly	RI	Providence-New Bedford-Fall River, RI-MA 
West Kingston	RI	Providence-New Bedford-Fall River, RI-MA 
West Warwick	RI	Providence-New Bedford-Fall River, RI-MA 
Wood River Junction	RI	Providence-New Bedford-Fall River, RI-MA 
Woonsocket	RI	Providence-New Bedford-Fall River, RI-MA 
North Smithfield	RI	Providence-New Bedford-Fall River, RI-MA 
Wyoming	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Cranston	RI	Providence-New Bedford-Fall River, RI-MA 
North Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
East Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Riverside	RI	Providence-New Bedford-Fall River, RI-MA 
Rumford	RI	Providence-New Bedford-Fall River, RI-MA 
Smithfield	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Johnston	RI	Providence-New Bedford-Fall River, RI-MA 
Cranston	RI	Providence-New Bedford-Fall River, RI-MA 
Cranston	RI	Providence-New Bedford-Fall River, RI-MA 
Providence	RI	Providence-New Bedford-Fall River, RI-MA 
Amherst	NH	Manchester-Nashua, NH 
Auburn	NH	Boston-Cambridge-Quincy, MA-NH 
Brookline	NH	Manchester-Nashua, NH 
Candia	NH	Boston-Cambridge-Quincy, MA-NH 
Chester	NH	Boston-Cambridge-Quincy, MA-NH 
Deerfield	NH	Boston-Cambridge-Quincy, MA-NH 
Derry	NH	Boston-Cambridge-Quincy, MA-NH 
East Candia	NH	Boston-Cambridge-Quincy, MA-NH 
East Derry	NH	Boston-Cambridge-Quincy, MA-NH 
Epping	NH	Boston-Cambridge-Quincy, MA-NH 
Francestown	NH	Manchester-Nashua, NH 
Fremont	NH	Boston-Cambridge-Quincy, MA-NH 
Goffstown	NH	Manchester-Nashua, NH 
Dunbarton	NH	NH NONMETROPOLITAN AREA
Greenfield	NH	Manchester-Nashua, NH 
Greenville	NH	Manchester-Nashua, NH 
Hollis	NH	Manchester-Nashua, NH 
Hudson	NH	Manchester-Nashua, NH 
Litchfield	NH	Manchester-Nashua, NH 
Londonderry	NH	Boston-Cambridge-Quincy, MA-NH 
Merrimack	NH	Manchester-Nashua, NH 
Milford	NH	Manchester-Nashua, NH 
Mont Vernon	NH	Manchester-Nashua, NH 
Nashua	NH	Manchester-Nashua, NH 
Nashua	NH	Manchester-Nashua, NH 
Nashua	NH	Manchester-Nashua, NH 
Nashua	NH	Manchester-Nashua, NH 
Nashua	NH	Manchester-Nashua, NH 
New Boston	NH	Manchester-Nashua, NH 
New Ipswich	NH	Manchester-Nashua, NH 
North Salem	NH	Boston-Cambridge-Quincy, MA-NH 
Pelham	NH	Manchester-Nashua, NH 
Raymond	NH	Boston-Cambridge-Quincy, MA-NH 
Salem	NH	Boston-Cambridge-Quincy, MA-NH 
Lyndeborough	NH	Manchester-Nashua, NH 
Temple	NH	Manchester-Nashua, NH 
Wilton	NH	Manchester-Nashua, NH 
Windham	NH	Boston-Cambridge-Quincy, MA-NH 
Manchester	NH	Manchester-Nashua, NH 
Manchester	NH	Manchester-Nashua, NH 
Manchester	NH	Manchester-Nashua, NH 
Manchester	NH	Manchester-Nashua, NH 
Manchester	NH	Manchester-Nashua, NH 
Hooksett	NH	NH NONMETROPOLITAN AREA
Manchester	NH	Manchester-Nashua, NH 
Manchester	NH	Manchester-Nashua, NH 
Manchester	NH	Manchester-Nashua, NH 
Bedford	NH	Manchester-Nashua, NH 
Manchester	NH	Manchester-Nashua, NH 
Waterville Valley	NH	NH NONMETROPOLITAN AREA
Andover	NH	NH NONMETROPOLITAN AREA
Ashland	NH	NH NONMETROPOLITAN AREA
Barnstead	NH	NH NONMETROPOLITAN AREA
Belmont	NH	NH NONMETROPOLITAN AREA
Bradford	NH	NH NONMETROPOLITAN AREA
Bristol	NH	NH NONMETROPOLITAN AREA
Campton	NH	NH NONMETROPOLITAN AREA
Canterbury	NH	NH NONMETROPOLITAN AREA
Center Barnstead	NH	NH NONMETROPOLITAN AREA
Center Harbor	NH	NH NONMETROPOLITAN AREA
Center Sandwich	NH	NH NONMETROPOLITAN AREA
Contoocook	NH	NH NONMETROPOLITAN AREA
Danbury	NH	NH NONMETROPOLITAN AREA
East Andover	NH	NH NONMETROPOLITAN AREA
East Hebron	NH	NH NONMETROPOLITAN AREA
Elkins	NH	NH NONMETROPOLITAN AREA
Epsom	NH	NH NONMETROPOLITAN AREA
